DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS45731.2020.9180922,Hardware-Software Co-Design for Face Recognition on FPGA SoCs,"Abstract, Abstract, Author Keywords","neural network, deep learning, deep learning","Abstract, Abstract, Author Keywords","neural network, deep learning, deep learning"
10.1109/ISCAS45731.2020.9180923,Reliability-Driven Neural Network Training for Memristive Crossbar-Based Neuromorphic Computing Systems,"Document Title, Document Title, Abstract","neural network, neural network training, dropout","Document Title, Document Title, Abstract","neural network, neural network training, dropout"
10.1109/ISCAS45731.2020.9180924,Supported-BinaryNet: Bitcell Array-Based Weight Supports for Dynamic Accuracy-Energy Trade-Offs in SRAM-Based Binarized Neural Network,"Document Title, Abstract, Abstract, Author Keywords","neural network, neural network, dropout, neural network","Document Title, Abstract, Abstract, Author Keywords","neural network, neural network, dropout, neural network"
10.1109/ISCAS45731.2020.9180925,Flash Based In-Memory Multiply-Accumulate Realisation: A Theoretical Study,Abstract,neural network,"Abstract, Abstract","neural network, precision"
10.1109/ISCAS45731.2020.9180927,Generative Image Inpainting Based on Wavelet Transform Attention Model,"Abstract, Abstract","attention mechanism, deep learning","Abstract, Abstract","attention mechanism, deep learning"
10.1109/ISCAS45731.2020.9180931,High-Frequency Component Restoration for Kalman Filter Based Speech Enhancement,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network","Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network"
10.1109/ISCAS45731.2020.9180932,Joint Barcode and Text Orientation Detection Model for Unmanned Retail System,Abstract,cnn,Abstract,cnn
10.1109/ISCAS45731.2020.9180959,Live Demonstration: CNN Inference on the Focal Plane with a Pixel Processor Array,"Document Title, Abstract, Abstract","cnn, neural network, cnn","Document Title, Abstract, Abstract","cnn, neural network, cnn"
10.1109/ISCAS45731.2020.9180974,DeepRS: Deep-Learning Based Network-Adaptive FEC for Real-Time Video Communications,"Abstract, Abstract","long short-term memory, deep learning","Abstract, Abstract","long short-term memory, deep learning"
10.1109/ISCAS45731.2020.9180979,Negative Label Guided Discriminative Canonical Correlation Analysis for Semi-Supervised and Semi-Paired Learning,"Abstract, Author Keywords","supervised learning, supervised learning","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","supervised learning, supervised learning, semi-supervised learning, supervised learning, supervised learning, semi-supervised learning, machine learning"
10.1109/ISCAS45731.2020.9180985,Simplifying Neural Networks via Look up Tables and Product of Sums Matrix Factorizations,"Abstract, Abstract","deep learning, cnn","Abstract, Abstract, Abstract","deep learning, cnn, precision"
10.1109/ISCAS45731.2020.9181001,TaxoNN: A Light-Weight Accelerator for Deep Neural Network Training,"Document Title, Document Title, Document Title, Abstract, Abstract","neural network, deep neural network, neural network training, gradient descent, stochastic gradient descent","Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, neural network training, gradient descent, stochastic gradient descent, precision, machine learning"
10.1109/ISCAS45731.2020.9181002,Efficient Time-Multiplexed Realization of Feedforward Artificial Neural Networks,"Abstract, Abstract, Abstract","artificial neural network, neural network, ann","Abstract, Abstract, Abstract","artificial neural network, neural network, ann"
10.1109/ISCAS45731.2020.9181003,A New MRAM-Based Process In-Memory Accelerator for Efficient Neural Network Training with Floating Point Precision,"Document Title, Document Title, Author Keywords, Author Keywords","neural network, neural network training, neural network, neural network training","Document Title, Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network training, precision, precision, neural network, neural network training"
10.1109/ISCAS45731.2020.9181005,Algorithmic Enablers for Compact Neural Network Topology Hardware Design: Review and Trends,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, dimensionality reduction, precision, neural network"
10.1109/ISCAS45731.2020.9181020,MINT: Mixed-Precision RRAM-Based IN-Memory Training Architecture,"Author Keywords, Author Keywords","neural network, deep neural network","Document Title, Abstract, Author Keywords, Author Keywords","precision, precision, neural network, deep neural network"
10.1109/ISCAS45731.2020.9181021,Accurate Emulation of Memristive Crossbar Arrays for In-Memory Computing,"Abstract, Abstract","neural network, deep learning","Abstract, Abstract","neural network, deep learning"
10.1109/ISCAS45731.2020.9181022,A Variation Robust Inference Engine Based on STT-MRAM with Parallel Read-Out,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS45731.2020.9181028,Bidirectional Independently Recurrent Neural Network for Skeleton-Based Hand Gesture Recognition,"Document Title, Document Title, Abstract, Abstract","neural network, recurrent neural network, neural network, recurrent neural network","Document Title, Document Title, Abstract, Abstract, IEEE Terms","neural network, recurrent neural network, neural network, recurrent neural network, machine learning"
10.1109/ISCAS45731.2020.9181029,FedExg: Federated Learning with Model Exchange,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS45731.2020.9181033,Hardware Implementation of PCM-Based Neurons with Self-Regulating Threshold for Homeostatic Scaling in Unsupervised Learning,Abstract,neural network,"Document Title, Abstract, Author Keywords, IEEE Terms","unsupervised learning, neural network, unsupervised learning, unsupervised learning"
10.1109/ISCAS45731.2020.9181034,Neuromorphic Information Processing with Nanowire Networks,"Abstract, Abstract","neural network, ann","Abstract, Abstract","neural network, ann"
10.1109/ISCAS45731.2020.9181037,VersaTile Convolutional Neural Network Mapping on FPGAs,"Document Title, Document Title","neural network, convolutional neural network","Document Title, Document Title","neural network, convolutional neural network"
10.1109/ISCAS45731.2020.9181040,Multi-Level Optimization for Enabling Life Critical Visual Inspections of Infants in Resource Limited Environment,"Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, long short-term memory, cnn","Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, long short-term memory, cnn"
10.1109/ISCAS45731.2020.9181051,Identification of Frame-Rate Up-Conversion Based on Spatial-Temporal Edge and Occlusion with Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, cnn","Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, cnn"
10.1109/ISCAS45731.2020.9181053,A Super-Fast Deep Network for Moving Object Detection,"Abstract, Author Keywords, Author Keywords","deep learning, neural network, deep learning","Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, neural network, deep learning, machine learning"
10.1109/ISCAS45731.2020.9181071,RISC-V2: A Scalable RISC-V Vector Processor,Abstract,neural network,"Abstract, Abstract","neural network, machine learning"
10.1109/ISCAS45731.2020.9181099,Training Progressively Binarizing Deep Networks using FPGAs,"Author Keywords, IEEE Terms","deep learning, backpropagation","Author Keywords, IEEE Terms","deep learning, backpropagation"
10.1109/ISCAS45731.2020.9181100,A 54.7 fps 3D Point Cloud Semantic Segmentation Processor with Sparse Grouping Based Dilated Graph Convolutional Network for Mobile Devices,"Author Keywords, Author Keywords","neural network, deep neural network","Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ISCAS45731.2020.9181102,Cellular-Neural-Network Focal-Plane Processor as Pre-Processor for ConvNet Inference,Abstract,cnn,Abstract,cnn
10.1109/ISCAS45731.2020.9181103,A Bio-Inspired Recurrent Neural Network with Self-Adaptive Neurons and PCM Synapses for Solving Reinforcement Learning Tasks,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, recurrent neural network, neural network, recurrent neural network, neural network, recurrent neural network","Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, recurrent neural network, reinforcement learning, neural network, recurrent neural network, reinforcement learning, neural network, recurrent neural network, reinforcement learning"
10.1109/ISCAS45731.2020.9181106,Adaptive Initialization for Recurrent Photonic Networks using Sigmoidal Activations,"Abstract, Abstract, Abstract","neural network, activation functions, deep learning","Abstract, Abstract, Abstract","neural network, activation functions, deep learning"
10.1109/ISCAS45731.2020.9181107,Image Processing by Cellular Memcomputing Structures,Abstract,cnn,Abstract,cnn
10.1109/ISCAS45731.2020.9181108,A Pipelined Memristive Neural Network Analog-to-Digital Converter,"Document Title, Abstract","neural network, neural network","Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, machine learning, precision, machine learning"
10.1109/ISCAS45731.2020.9181141,"Higher Quality Images for a Visible-Light CMOS Sensor by Suppressing Spatial Row-Wise Noise with an Output-Capacitor-Less, Internal Low-Dropout Regulator","Document Title, Abstract, Author Keywords","dropout, dropout, dropout","Document Title, Abstract, Author Keywords","dropout, dropout, dropout"
10.1109/ISCAS45731.2020.9181142,An Output-Capacitorless Low-Dropout Regulator with High Slew Rate and Unity-Gain Bandwidth,"Document Title, Abstract, Author Keywords","dropout, dropout, dropout","Document Title, Abstract, Author Keywords","dropout, dropout, dropout"
10.1109/ISCAS45731.2020.9181145,A Multi-Loop Slew-Rate Enhanced NMOS LDO Handling 1A Load Current Step with Fast Transient,Author Keywords,dropout,Author Keywords,dropout
10.1109/ISCAS45731.2020.9181148,Semi-Supervised Artificial Neural Networks towards Analog IC Placement Recommender,"Abstract, Abstract, Abstract","artificial neural network, neural network, ann","Abstract, Abstract, Abstract, Abstract","artificial neural network, neural network, ann, training set"
10.1109/ISCAS45731.2020.9181149,Deep Reinforcement Learning for Analog Circuit Sizing,Abstract,deep learning,"Document Title, Abstract, Abstract, Author Keywords","reinforcement learning, deep learning, reinforcement learning, reinforcement learning"
