DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS45731.2020.9180844,A Convolutional Neural Network Accelerator Architecture with Fine-Granular Mixed Precision Configurability,"Document Title, Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, precision, deep learning, cnn, precision","Document Title, Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, precision, deep learning, cnn, precision"
10.1109/ISCAS45731.2020.9180845,A CycleGAN Accelerator for Unsupervised Learning on Mobile Devices,Document Title,unsupervised learning,Document Title,unsupervised learning
10.1109/ISCAS45731.2020.9180855,Sub-1 V Output-Capacitor-Less Low-Dropout Regulator with Two Compensation Amplifiers for Enhanced Power Supply Rejection,"Document Title, Abstract","dropout, dropout","Document Title, Abstract","dropout, dropout"
10.1109/ISCAS45731.2020.9180856,"Low Quiescent Current, Capacitor-Less LDO with Adaptively Biased Power Transistors and Load Aware Feedback Resistance",Author Keywords,dropout,Author Keywords,dropout
10.1109/ISCAS45731.2020.9180860,A Current Efficient 10mA Analog-Assisted Digital Low Dropout Regulator with Dynamic Clock Frequency in 65nm CMOS,"Document Title, Author Keywords","dropout, dropout","Document Title, Author Keywords","dropout, dropout"
10.1109/ISCAS45731.2020.9180862,A Low-Voltage Split Memory Architecture for Binary Neural Networks,"Abstract, Author Keywords, Author Keywords","batch normalization, neural network, cnn","Abstract, Author Keywords, Author Keywords","batch normalization, neural network, cnn"
10.1109/ISCAS45731.2020.9180863,Accelerating Depthwise Convolution and Pooling Operations on z-First Storage CNN Architectures,"Document Title, Abstract","cnn, cnn","Document Title, Abstract","cnn, cnn"
10.1109/ISCAS45731.2020.9180864,A CORDIC-Based Architecture with Adjustable Precision and Flexible Scalability to Implement Sigmoid and Tanh Functions,"Document Title, Abstract, Abstract, Abstract, Author Keywords","precision, activation functions, precision, rmse, precision","Document Title, Abstract, Abstract, Abstract, Author Keywords","precision, activation functions, precision, rmse, precision"
10.1109/ISCAS45731.2020.9180865,Zebra: Memory Bandwidth Reduction for CNN Accelerators with Zero Block Regularization of Activation Maps,"Document Title, Abstract","cnn, cnn","Document Title, Abstract","cnn, cnn"
10.1109/ISCAS45731.2020.9180867,Advantages and Limitations of Fully on-Chip CNN FPGA-Based Hardware Accelerator,"Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn","Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn"
10.1109/ISCAS45731.2020.9180868,A Power Efficient Multi-Bit Accelerator for Memory Prohibitive Deep Neural Networks,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network","Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network"
10.1109/ISCAS45731.2020.9180869,DC-LSTM: Deep Compressed LSTM with Low Bit-Width and Structured Matrices,"Abstract, Author Keywords","long short-term memory, long short-term memory","Abstract, Author Keywords","long short-term memory, long short-term memory"
10.1109/ISCAS45731.2020.9180870,Design and Implementation of an Approximate Softmax Layer for Deep Neural Networks,"Abstract, Author Keywords, Author Keywords","softmax function, neural network, deep neural network","Abstract, Author Keywords, Author Keywords","softmax function, neural network, deep neural network"
10.1109/ISCAS45731.2020.9180871,Accelerating Deep Neural Network Computation on a Low Power Reconfigurable Architecture,"Document Title, Document Title, Author Affiliations, Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, ann, neural network, recurrent neural network, transformer, transformer","Document Title, Document Title, Author Affiliations, Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, ann, neural network, recurrent neural network, transformer, transformer"
10.1109/ISCAS45731.2020.9180872,ESSOP: Efficient and Scalable Stochastic Outer Product Architecture for Deep Learning,"Document Title, Abstract","deep learning, activation functions","Document Title, Abstract","deep learning, activation functions"
10.1109/ISCAS45731.2020.9180874,Multiply-Accumulate Enhanced BDD-Based Logic Synthesis on RRAM Crossbars,Abstract,neural network,Abstract,neural network
10.1109/ISCAS45731.2020.9180876,Energy-Efficient Arbitrary Precision Multi-Bit Multiplication with Bi-Serial In/Near Memory Computing,"Document Title, Abstract","precision, precision","Document Title, Abstract","precision, precision"
10.1109/ISCAS45731.2020.9180878,RecNet: Deep Learning-Based OFDM Receiver with Semi-Blind Channel Estimation,"Document Title, Abstract, Author Keywords","deep learning, deep learning, deep learning","Document Title, Abstract, Author Keywords","deep learning, deep learning, deep learning"
10.1109/ISCAS45731.2020.9180881,A Low Latency NN-Based Cyclic Jacobi EVD Processor for DOA Estimation in Radar System,Abstract,neural network,Abstract,neural network
10.1109/ISCAS45731.2020.9180904,Neural Synaptic Plasticity-Like Computing: An Ultra-Low Cost Approach for Artificial Neural Networks Implementation,Abstract,neural network,Abstract,neural network
10.1109/ISCAS45731.2020.9180906,Towards Autonomous Intra-Cortical Brain Machine Interfaces: Applying Bandit Algorithms for Online Reinforcement Learning,"Document Title, Abstract, Abstract, IEEE Terms, IEEE Terms","reinforcement learning, reinforcement learning, svm, supervised learning, supervised learning","Document Title, Abstract, Abstract, IEEE Terms, IEEE Terms","reinforcement learning, reinforcement learning, svm, supervised learning, supervised learning"
10.1109/ISCAS45731.2020.9180909,An AI-Edge Platform with Multimodal Wearable Physiological Signals Monitoring Sensors for Affective Computing Applications,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, cnn, machine learning, neural network, convolutional neural network","Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, cnn, machine learning, neural network, convolutional neural network"
10.1109/ISCAS45731.2020.9180914,Biologically Plausible Contrast Detection using a Memristor Array,"Author Affiliations, Author Keywords","ann, neural network","Author Affiliations, Author Keywords","ann, neural network"
10.1109/ISCAS45731.2020.9180917,Frequency Behaviour of FeFET-Based Ultra-Low-Power Coupled Oscillator Neurons,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS45731.2020.9180918,A Novel Conversion Method for Spiking Neural Network using Median Quantization,"Document Title, Document Title, Abstract, Abstract, Abstract","neural network, spiking neural network, neural network, deep learning, ann","Document Title, Document Title, Abstract, Abstract, Abstract","neural network, spiking neural network, neural network, deep learning, ann"
10.1109/ISCAS45731.2020.9180919,Optimize FPGA-Based Neural Network Accelerator with Bit-Shift Quantization,"Document Title, Abstract, Abstract, Abstract","neural network, neural network, deep neural network, mean absolute error","Document Title, Abstract, Abstract, Abstract","neural network, neural network, deep neural network, mean absolute error"
10.1109/ISCAS45731.2020.9180920,An In-Flash Binary Neural Network Accelerator with SLC NAND Flash Array,"Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, machine learning","Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, machine learning"
10.1109/ISCAS45731.2020.9180921,Hardware-Oriented Dual Stream Object Recognition System using Binarized Neural Networks,"Abstract, Abstract","cnn, machine learning","Abstract, Abstract","cnn, machine learning"
10.1109/ISCAS45731.2020.9180922,Hardware-Software Co-Design for Face Recognition on FPGA SoCs,"Abstract, Abstract, Author Keywords","neural network, deep learning, deep learning","Abstract, Abstract, Author Keywords","neural network, deep learning, deep learning"
10.1109/ISCAS45731.2020.9180923,Reliability-Driven Neural Network Training for Memristive Crossbar-Based Neuromorphic Computing Systems,"Document Title, Document Title, Abstract","neural network, neural network training, dropout","Document Title, Document Title, Abstract","neural network, neural network training, dropout"
10.1109/ISCAS45731.2020.9180924,Supported-BinaryNet: Bitcell Array-Based Weight Supports for Dynamic Accuracy-Energy Trade-Offs in SRAM-Based Binarized Neural Network,"Document Title, Abstract, Abstract, Author Keywords","neural network, neural network, dropout, neural network","Document Title, Abstract, Abstract, Author Keywords","neural network, neural network, dropout, neural network"
10.1109/ISCAS45731.2020.9180925,Flash Based In-Memory Multiply-Accumulate Realisation: A Theoretical Study,"Abstract, Abstract","neural network, precision","Abstract, Abstract","neural network, precision"
10.1109/ISCAS45731.2020.9180927,Generative Image Inpainting Based on Wavelet Transform Attention Model,"Abstract, Abstract","attention mechanism, deep learning","Abstract, Abstract","attention mechanism, deep learning"
10.1109/ISCAS45731.2020.9180931,High-Frequency Component Restoration for Kalman Filter Based Speech Enhancement,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network","Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network"
10.1109/ISCAS45731.2020.9180932,Joint Barcode and Text Orientation Detection Model for Unmanned Retail System,Abstract,cnn,Abstract,cnn
10.1109/ISCAS45731.2020.9180933,Learning and Feature Extraction Based Fundamental Frequency Determination Algorithm in Very Low SNR Scenario,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning","Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ISCAS45731.2020.9180949,A 6bit 1.2GS/s Symmetric Successive Approximation Energy-Efficient Time-to-Digital Converter in 40nm CMOS,Abstract,precision,Abstract,precision
10.1109/ISCAS45731.2020.9180959,Live Demonstration: CNN Inference on the Focal Plane with a Pixel Processor Array,"Document Title, Abstract, Abstract","cnn, neural network, cnn","Document Title, Abstract, Abstract","cnn, neural network, cnn"
10.1109/ISCAS45731.2020.9180974,DeepRS: Deep-Learning Based Network-Adaptive FEC for Real-Time Video Communications,"Abstract, Abstract","long short-term memory, deep learning","Abstract, Abstract","long short-term memory, deep learning"
10.1109/ISCAS45731.2020.9180979,Negative Label Guided Discriminative Canonical Correlation Analysis for Semi-Supervised and Semi-Paired Learning,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","supervised learning, supervised learning, semi-supervised learning, supervised learning, supervised learning, semi-supervised learning, machine learning","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","supervised learning, supervised learning, semi-supervised learning, supervised learning, supervised learning, semi-supervised learning, machine learning"
